
---------- Begin Simulation Statistics ----------
final_tick                               100399277748                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                 447430                       # Simulator instruction rate (inst/s)
host_mem_usage                                4566152                       # Number of bytes of host memory used
host_op_rate                                   634197                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                   983.30                       # Real time elapsed on the host
host_tick_rate                              102104550                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                   439957728                       # Number of instructions simulated
sim_ops                                     623605287                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.100399                       # Number of seconds simulated
sim_ticks                                100399277748                       # Number of ticks simulated
system.cpu.cc_regfile_reads                  97834147                       # number of cc regfile reads
system.cpu.cc_regfile_writes                271265455                       # number of cc regfile writes
system.cpu.committedInsts                   439957728                       # Number of Instructions Simulated
system.cpu.committedOps                     623605287                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               0.776198                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         0.776198                       # CPI: Total CPI of All Threads
system.cpu.fp_regfile_reads                      9570                       # number of floating regfile reads
system.cpu.fp_regfile_writes                     7298                       # number of floating regfile writes
system.cpu.idleCycles                         2666187                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts                59972                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                 23255114                       # Number of branches executed
system.cpu.iew.exec_nop                             0                       # number of nop insts executed
system.cpu.iew.exec_rate                     1.844328                       # Inst execution rate
system.cpu.iew.exec_refs                    130581381                       # number of memory reference insts executed
system.cpu.iew.exec_stores                   41127735                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                27205999                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts              84571252                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts             368598                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts             29078                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts             41162474                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts           625225331                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts              89453646                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts             83181                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts             629827351                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                 186898                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents              16778074                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                  70233                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles              17205627                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents           3652                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect        17858                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect          42114                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                 762553067                       # num instructions consuming a value
system.cpu.iew.wb_count                     624814012                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.528499                       # average fanout of values written-back
system.cpu.iew.wb_producers                 403008661                       # num instructions producing a value
system.cpu.iew.wb_rate                       1.829648                       # insts written-back per cycle
system.cpu.iew.wb_sent                      624855342                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads                988013547                       # number of integer regfile reads
system.cpu.int_regfile_writes               462915558                       # number of integer regfile writes
system.cpu.ipc                               1.288332                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         1.288332                       # IPC: Total IPC of All Threads
system.cpu.commit.committedInstType_0::FloatCvt           16      0.00%     65.78% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMult         1541      0.00%     65.78% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMultAcc            0      0.00%     65.78% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatDiv         4654      0.00%     65.78% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMisc            0      0.00%     65.78% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatSqrt            0      0.00%     65.78% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAdd       270490      0.04%     65.82% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     65.82% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAlu     24325912      3.90%     69.72% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdCmp            9      0.00%     69.72% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdCvt         8825      0.00%     69.73% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMisc      8409047      1.35%     71.07% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMult           82      0.00%     71.07% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     71.07% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShift         2305      0.00%     71.07% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     71.07% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShuffle       588166      0.09%     71.17% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShuffleAcc            0      0.00%     71.17% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     71.17% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdSqrt            0      0.00%     71.17% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatAdd     54019645      8.66%     79.83% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatAlu            0      0.00%     79.83% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatCmp        75812      0.01%     79.84% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatCvt        66588      0.01%     79.85% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatDiv         8582      0.00%     79.85% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatMisc            0      0.00%     79.85% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatMult       356977      0.06%     79.91% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatMultAcc            0      0.00%     79.91% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatSqrt            0      0.00%     79.91% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdReduceAdd            0      0.00%     79.91% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdReduceAlu            0      0.00%     79.91% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdReduceCmp            0      0.00%     79.91% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatReduceAdd            0      0.00%     79.91% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatReduceCmp            0      0.00%     79.91% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdString          108      0.00%     79.91% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAes            0      0.00%     79.91% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAesMix            0      0.00%     79.91% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdSha1Hash            0      0.00%     79.91% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdSha1Hash2            0      0.00%     79.91% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdSha256Hash            0      0.00%     79.91% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdSha256Hash2            0      0.00%     79.91% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShaSigma2            0      0.00%     79.91% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShaSigma3            0      0.00%     79.91% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdPredAlu            0      0.00%     79.91% # Class of committed instruction
system.cpu.commit.committedInstType_0::MemRead     84291633     13.52%     93.43% # Class of committed instruction
system.cpu.commit.committedInstType_0::MemWrite     40974135      6.57%    100.00% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMemRead         3077      0.00%    100.00% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMemWrite            0      0.00%    100.00% # Class of committed instruction
system.cpu.commit.committedInstType_0::IprAccess            0      0.00%    100.00% # Class of committed instruction
system.cpu.commit.committedInstType_0::InstPrefetch            0      0.00%    100.00% # Class of committed instruction
system.cpu.commit.committedInstType_0::total    623605287                       # Class of committed instruction
system.cpu.commit.commitEligibleSamples      42241584                       # number cycles where commit BW limit reached
system.cpu.dcache.demand_hits::.cpu.data    102969220                       # number of demand (read+write) hits
system.cpu.dcache.demand_hits::total        102969220                       # number of demand (read+write) hits
system.cpu.dcache.overall_hits::.cpu.data    103784214                       # number of overall hits
system.cpu.dcache.overall_hits::total       103784214                       # number of overall hits
system.cpu.dcache.demand_misses::.cpu.data      9708125                       # number of demand (read+write) misses
system.cpu.dcache.demand_misses::total        9708125                       # number of demand (read+write) misses
system.cpu.dcache.overall_misses::.cpu.data     12400413                       # number of overall misses
system.cpu.dcache.overall_misses::total      12400413                       # number of overall misses
system.cpu.dcache.demand_miss_latency::.cpu.data 130967849676                       # number of demand (read+write) miss cycles
system.cpu.dcache.demand_miss_latency::total 130967849676                       # number of demand (read+write) miss cycles
system.cpu.dcache.overall_miss_latency::.cpu.data 130967849676                       # number of overall miss cycles
system.cpu.dcache.overall_miss_latency::total 130967849676                       # number of overall miss cycles
system.cpu.dcache.demand_accesses::.cpu.data    112677345                       # number of demand (read+write) accesses
system.cpu.dcache.demand_accesses::total    112677345                       # number of demand (read+write) accesses
system.cpu.dcache.overall_accesses::.cpu.data    116184627                       # number of overall (read+write) accesses
system.cpu.dcache.overall_accesses::total    116184627                       # number of overall (read+write) accesses
system.cpu.dcache.demand_miss_rate::.cpu.data     0.086159                       # miss rate for demand accesses
system.cpu.dcache.demand_miss_rate::total     0.086159                       # miss rate for demand accesses
system.cpu.dcache.overall_miss_rate::.cpu.data     0.106730                       # miss rate for overall accesses
system.cpu.dcache.overall_miss_rate::total     0.106730                       # miss rate for overall accesses
system.cpu.dcache.demand_avg_miss_latency::.cpu.data 13490.540107                       # average overall miss latency
system.cpu.dcache.demand_avg_miss_latency::total 13490.540107                       # average overall miss latency
system.cpu.dcache.overall_avg_miss_latency::.cpu.data 10561.571592                       # average overall miss latency
system.cpu.dcache.overall_avg_miss_latency::total 10561.571592                       # average overall miss latency
system.cpu.dcache.blocked_cycles::no_mshrs      2461867                       # number of cycles access was blocked
system.cpu.dcache.blocked_cycles::no_targets          449                       # number of cycles access was blocked
system.cpu.dcache.blocked::no_mshrs            600316                       # number of cycles access was blocked
system.cpu.dcache.blocked::no_targets              18                       # number of cycles access was blocked
system.cpu.dcache.avg_blocked_cycles::no_mshrs     4.100952                       # average number of cycles each access was blocked
system.cpu.dcache.avg_blocked_cycles::no_targets    24.944444                       # average number of cycles each access was blocked
system.cpu.dcache.writebacks::.writebacks      7265759                       # number of writebacks
system.cpu.dcache.writebacks::total           7265759                       # number of writebacks
system.cpu.dcache.demand_mshr_hits::.cpu.data      1511603                       # number of demand (read+write) MSHR hits
system.cpu.dcache.demand_mshr_hits::total      1511603                       # number of demand (read+write) MSHR hits
system.cpu.dcache.overall_mshr_hits::.cpu.data      1511603                       # number of overall MSHR hits
system.cpu.dcache.overall_mshr_hits::total      1511603                       # number of overall MSHR hits
system.cpu.dcache.demand_mshr_misses::.cpu.data      8196522                       # number of demand (read+write) MSHR misses
system.cpu.dcache.demand_mshr_misses::total      8196522                       # number of demand (read+write) MSHR misses
system.cpu.dcache.overall_mshr_misses::.cpu.data     10879699                       # number of overall MSHR misses
system.cpu.dcache.overall_mshr_misses::total     10879699                       # number of overall MSHR misses
system.cpu.dcache.demand_mshr_miss_latency::.cpu.data 107252942091                       # number of demand (read+write) MSHR miss cycles
system.cpu.dcache.demand_mshr_miss_latency::total 107252942091                       # number of demand (read+write) MSHR miss cycles
system.cpu.dcache.overall_mshr_miss_latency::.cpu.data 162181603893                       # number of overall MSHR miss cycles
system.cpu.dcache.overall_mshr_miss_latency::total 162181603893                       # number of overall MSHR miss cycles
system.cpu.dcache.demand_mshr_miss_rate::.cpu.data     0.072743                       # mshr miss rate for demand accesses
system.cpu.dcache.demand_mshr_miss_rate::total     0.072743                       # mshr miss rate for demand accesses
system.cpu.dcache.overall_mshr_miss_rate::.cpu.data     0.093641                       # mshr miss rate for overall accesses
system.cpu.dcache.overall_mshr_miss_rate::total     0.093641                       # mshr miss rate for overall accesses
system.cpu.dcache.demand_avg_mshr_miss_latency::.cpu.data 13085.177114                       # average overall mshr miss latency
system.cpu.dcache.demand_avg_mshr_miss_latency::total 13085.177114                       # average overall mshr miss latency
system.cpu.dcache.overall_avg_mshr_miss_latency::.cpu.data 14906.809820                       # average overall mshr miss latency
system.cpu.dcache.overall_avg_mshr_miss_latency::total 14906.809820                       # average overall mshr miss latency
system.cpu.dcache.replacements               10428697                       # number of replacements
system.cpu.dcache.ReadReq_hits::.cpu.data     63385046                       # number of ReadReq hits
system.cpu.dcache.ReadReq_hits::total        63385046                       # number of ReadReq hits
system.cpu.dcache.ReadReq_misses::.cpu.data      8216269                       # number of ReadReq misses
system.cpu.dcache.ReadReq_misses::total       8216269                       # number of ReadReq misses
system.cpu.dcache.ReadReq_miss_latency::.cpu.data 101826283776                       # number of ReadReq miss cycles
system.cpu.dcache.ReadReq_miss_latency::total 101826283776                       # number of ReadReq miss cycles
system.cpu.dcache.ReadReq_accesses::.cpu.data     71601315                       # number of ReadReq accesses(hits+misses)
system.cpu.dcache.ReadReq_accesses::total     71601315                       # number of ReadReq accesses(hits+misses)
system.cpu.dcache.ReadReq_miss_rate::.cpu.data     0.114750                       # miss rate for ReadReq accesses
system.cpu.dcache.ReadReq_miss_rate::total     0.114750                       # miss rate for ReadReq accesses
system.cpu.dcache.ReadReq_avg_miss_latency::.cpu.data 12393.250973                       # average ReadReq miss latency
system.cpu.dcache.ReadReq_avg_miss_latency::total 12393.250973                       # average ReadReq miss latency
system.cpu.dcache.ReadReq_mshr_hits::.cpu.data      1510217                       # number of ReadReq MSHR hits
system.cpu.dcache.ReadReq_mshr_hits::total      1510217                       # number of ReadReq MSHR hits
system.cpu.dcache.ReadReq_mshr_misses::.cpu.data      6706052                       # number of ReadReq MSHR misses
system.cpu.dcache.ReadReq_mshr_misses::total      6706052                       # number of ReadReq MSHR misses
system.cpu.dcache.ReadReq_mshr_miss_latency::.cpu.data  78993210072                       # number of ReadReq MSHR miss cycles
system.cpu.dcache.ReadReq_mshr_miss_latency::total  78993210072                       # number of ReadReq MSHR miss cycles
system.cpu.dcache.ReadReq_mshr_miss_rate::.cpu.data     0.093658                       # mshr miss rate for ReadReq accesses
system.cpu.dcache.ReadReq_mshr_miss_rate::total     0.093658                       # mshr miss rate for ReadReq accesses
system.cpu.dcache.ReadReq_avg_mshr_miss_latency::.cpu.data 11779.391223                       # average ReadReq mshr miss latency
system.cpu.dcache.ReadReq_avg_mshr_miss_latency::total 11779.391223                       # average ReadReq mshr miss latency
system.cpu.dcache.WriteReq_hits::.cpu.data     39239173                       # number of WriteReq hits
system.cpu.dcache.WriteReq_hits::total       39239173                       # number of WriteReq hits
system.cpu.dcache.WriteReq_misses::.cpu.data      1128540                       # number of WriteReq misses
system.cpu.dcache.WriteReq_misses::total      1128540                       # number of WriteReq misses
system.cpu.dcache.WriteReq_miss_latency::.cpu.data  24415571488                       # number of WriteReq miss cycles
system.cpu.dcache.WriteReq_miss_latency::total  24415571488                       # number of WriteReq miss cycles
system.cpu.dcache.WriteReq_accesses::.cpu.data     40367713                       # number of WriteReq accesses(hits+misses)
system.cpu.dcache.WriteReq_accesses::total     40367713                       # number of WriteReq accesses(hits+misses)
system.cpu.dcache.WriteReq_miss_rate::.cpu.data     0.027957                       # miss rate for WriteReq accesses
system.cpu.dcache.WriteReq_miss_rate::total     0.027957                       # miss rate for WriteReq accesses
system.cpu.dcache.WriteReq_avg_miss_latency::.cpu.data 21634.653170                       # average WriteReq miss latency
system.cpu.dcache.WriteReq_avg_miss_latency::total 21634.653170                       # average WriteReq miss latency
system.cpu.dcache.WriteReq_mshr_hits::.cpu.data         1301                       # number of WriteReq MSHR hits
system.cpu.dcache.WriteReq_mshr_hits::total         1301                       # number of WriteReq MSHR hits
system.cpu.dcache.WriteReq_mshr_misses::.cpu.data      1127239                       # number of WriteReq MSHR misses
system.cpu.dcache.WriteReq_mshr_misses::total      1127239                       # number of WriteReq MSHR misses
system.cpu.dcache.WriteReq_mshr_miss_latency::.cpu.data  23748097114                       # number of WriteReq MSHR miss cycles
system.cpu.dcache.WriteReq_mshr_miss_latency::total  23748097114                       # number of WriteReq MSHR miss cycles
system.cpu.dcache.WriteReq_mshr_miss_rate::.cpu.data     0.027924                       # mshr miss rate for WriteReq accesses
system.cpu.dcache.WriteReq_mshr_miss_rate::total     0.027924                       # mshr miss rate for WriteReq accesses
system.cpu.dcache.WriteReq_avg_mshr_miss_latency::.cpu.data 21067.490669                       # average WriteReq mshr miss latency
system.cpu.dcache.WriteReq_avg_mshr_miss_latency::total 21067.490669                       # average WriteReq mshr miss latency
system.cpu.dcache.SoftPFReq_hits::.cpu.data       814994                       # number of SoftPFReq hits
system.cpu.dcache.SoftPFReq_hits::total        814994                       # number of SoftPFReq hits
system.cpu.dcache.SoftPFReq_misses::.cpu.data      2692288                       # number of SoftPFReq misses
system.cpu.dcache.SoftPFReq_misses::total      2692288                       # number of SoftPFReq misses
system.cpu.dcache.SoftPFReq_accesses::.cpu.data      3507282                       # number of SoftPFReq accesses(hits+misses)
system.cpu.dcache.SoftPFReq_accesses::total      3507282                       # number of SoftPFReq accesses(hits+misses)
system.cpu.dcache.SoftPFReq_miss_rate::.cpu.data     0.767628                       # miss rate for SoftPFReq accesses
system.cpu.dcache.SoftPFReq_miss_rate::total     0.767628                       # miss rate for SoftPFReq accesses
system.cpu.dcache.SoftPFReq_mshr_misses::.cpu.data      2683177                       # number of SoftPFReq MSHR misses
system.cpu.dcache.SoftPFReq_mshr_misses::total      2683177                       # number of SoftPFReq MSHR misses
system.cpu.dcache.SoftPFReq_mshr_miss_latency::.cpu.data  54928661802                       # number of SoftPFReq MSHR miss cycles
system.cpu.dcache.SoftPFReq_mshr_miss_latency::total  54928661802                       # number of SoftPFReq MSHR miss cycles
system.cpu.dcache.SoftPFReq_mshr_miss_rate::.cpu.data     0.765030                       # mshr miss rate for SoftPFReq accesses
system.cpu.dcache.SoftPFReq_mshr_miss_rate::total     0.765030                       # mshr miss rate for SoftPFReq accesses
system.cpu.dcache.SoftPFReq_avg_mshr_miss_latency::.cpu.data 20471.501434                       # average SoftPFReq mshr miss latency
system.cpu.dcache.SoftPFReq_avg_mshr_miss_latency::total 20471.501434                       # average SoftPFReq mshr miss latency
system.cpu.dcache.WriteLineReq_hits::.cpu.data       345001                       # number of WriteLineReq hits
system.cpu.dcache.WriteLineReq_hits::total       345001                       # number of WriteLineReq hits
system.cpu.dcache.WriteLineReq_misses::.cpu.data       363316                       # number of WriteLineReq misses
system.cpu.dcache.WriteLineReq_misses::total       363316                       # number of WriteLineReq misses
system.cpu.dcache.WriteLineReq_miss_latency::.cpu.data   4725994412                       # number of WriteLineReq miss cycles
system.cpu.dcache.WriteLineReq_miss_latency::total   4725994412                       # number of WriteLineReq miss cycles
system.cpu.dcache.WriteLineReq_accesses::.cpu.data       708317                       # number of WriteLineReq accesses(hits+misses)
system.cpu.dcache.WriteLineReq_accesses::total       708317                       # number of WriteLineReq accesses(hits+misses)
system.cpu.dcache.WriteLineReq_miss_rate::.cpu.data     0.512929                       # miss rate for WriteLineReq accesses
system.cpu.dcache.WriteLineReq_miss_rate::total     0.512929                       # miss rate for WriteLineReq accesses
system.cpu.dcache.WriteLineReq_avg_miss_latency::.cpu.data 13007.944632                       # average WriteLineReq miss latency
system.cpu.dcache.WriteLineReq_avg_miss_latency::total 13007.944632                       # average WriteLineReq miss latency
system.cpu.dcache.WriteLineReq_mshr_hits::.cpu.data           85                       # number of WriteLineReq MSHR hits
system.cpu.dcache.WriteLineReq_mshr_hits::total           85                       # number of WriteLineReq MSHR hits
system.cpu.dcache.WriteLineReq_mshr_misses::.cpu.data       363231                       # number of WriteLineReq MSHR misses
system.cpu.dcache.WriteLineReq_mshr_misses::total       363231                       # number of WriteLineReq MSHR misses
system.cpu.dcache.WriteLineReq_mshr_miss_latency::.cpu.data   4511634905                       # number of WriteLineReq MSHR miss cycles
system.cpu.dcache.WriteLineReq_mshr_miss_latency::total   4511634905                       # number of WriteLineReq MSHR miss cycles
system.cpu.dcache.WriteLineReq_mshr_miss_rate::.cpu.data     0.512809                       # mshr miss rate for WriteLineReq accesses
system.cpu.dcache.WriteLineReq_mshr_miss_rate::total     0.512809                       # mshr miss rate for WriteLineReq accesses
system.cpu.dcache.WriteLineReq_avg_mshr_miss_latency::.cpu.data 12420.842123                       # average WriteLineReq mshr miss latency
system.cpu.dcache.WriteLineReq_avg_mshr_miss_latency::total 12420.842123                       # average WriteLineReq mshr miss latency
system.cpu.dcache.power_state.pwrStateResidencyTicks::UNDEFINED 100399277748                       # Cumulative time (in ticks) in various power states
system.cpu.dcache.tags.tagsinuse           511.640899                       # Cycle average of tags in use
system.cpu.dcache.tags.total_refs           114664486                       # Total number of references to valid blocks.
system.cpu.dcache.tags.sampled_refs          10429209                       # Sample count of references to valid blocks.
system.cpu.dcache.tags.avg_refs             10.994553                       # Average number of references to valid blocks.
system.cpu.dcache.tags.warmup_cycle            176400                       # Cycle when the warmup percentage was hit.
system.cpu.dcache.tags.occ_blocks::.cpu.data   511.640899                       # Average occupied blocks per requestor
system.cpu.dcache.tags.occ_percent::.cpu.data     0.999299                       # Average percentage of cache occupancy
system.cpu.dcache.tags.occ_percent::total     0.999299                       # Average percentage of cache occupancy
system.cpu.dcache.tags.occ_task_id_blocks::1024          512                       # Occupied blocks per task id
system.cpu.dcache.tags.age_task_id_blocks_1024::0           52                       # Occupied blocks per task id
system.cpu.dcache.tags.age_task_id_blocks_1024::1          460                       # Occupied blocks per task id
system.cpu.dcache.tags.occ_task_id_percent::1024            1                       # Percentage of cache occupancy per task id
system.cpu.dcache.tags.tag_accesses         939906225                       # Number of tag accesses
system.cpu.dcache.tags.data_accesses        939906225                       # Number of data accesses
system.cpu.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 100399277748                       # Cumulative time (in ticks) in various power states
system.cpu.decode.idleCycles                116516075                       # Number of cycles decode is idle
system.cpu.decode.blockedCycles              83499434                       # Number of cycles decode is blocked
system.cpu.decode.runCycles                 132761943                       # Number of cycles decode is running
system.cpu.decode.unblockCycles               5980271                       # Number of cycles decode is unblocking
system.cpu.decode.squashCycles                  70233                       # Number of cycles decode is squashing
system.cpu.decode.branchResolved             14270072                       # Number of times decode resolved a  branch
system.cpu.decode.branchMispred                  7856                       # Number of times decode detected a branch misprediction
system.cpu.decode.decodedInsts              625643068                       # Number of instructions handled by decode
system.cpu.decode.squashedInsts                 12768                       # Number of squashed instructions handled by decode
system.cpu.dtb.rdAccesses                    87343381                       # TLB accesses on read requests
system.cpu.dtb.wrAccesses                    41229674                       # TLB accesses on write requests
system.cpu.dtb.rdMisses                       1425659                       # TLB misses on read requests
system.cpu.dtb.wrMisses                        414989                       # TLB misses on write requests
system.cpu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 100399277748                       # Cumulative time (in ticks) in various power states
system.cpu.fetch.icacheStallCycles          130755357                       # Number of cycles fetch is stalled on an Icache miss
system.cpu.fetch.insts                      441804269                       # Number of instructions fetch has processed
system.cpu.fetch.branches                    23346768                       # Number of branches that fetch encountered
system.cpu.fetch.predictedBranches           22870262                       # Number of branches that fetch has predicted taken
system.cpu.fetch.cycles                     207992975                       # Number of cycles fetch has run and was not squashing or blocked
system.cpu.fetch.squashCycles                  156082                       # Number of cycles fetch has spent squashing
system.cpu.fetch.miscStallCycles                  201                       # Number of cycles fetch has spent waiting on interrupts,or bad addresses, or out of MSHRs
system.cpu.fetch.pendingTrapStallCycles          1380                       # Number of stall cycles due to pending traps
system.cpu.fetch.pendingQuiesceStallCycles            2                       # Number of stall cycles due to pending quiesce instructions
system.cpu.fetch.cacheLines                 127522572                       # Number of cache lines fetched
system.cpu.fetch.icacheSquashes                 31227                       # Number of outstanding Icache misses that were squashed
system.cpu.fetch.nisnDist::samples          338827956                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::mean              1.848913                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::stdev             2.537189                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::underflows               0      0.00%      0.00% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::0                201911548     59.59%     59.59% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::1                  5098443      1.50%     61.10% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::2                 14093977      4.16%     65.26% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::3                 22306690      6.58%     71.84% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::4                 25265113      7.46%     79.30% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::5                 30675760      9.05%     88.35% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::6                 19733094      5.82%     94.17% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::7                  4527403      1.34%     95.51% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::8                 15215928      4.49%    100.00% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::max_value                8                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::total            338827956                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.branchRate                  0.068367                       # Number of branch fetches per cycle
system.cpu.fetch.rate                        1.293739                       # Number of inst fetches per cycle
system.cpu.icache.demand_hits::.cpu.inst    127416886                       # number of demand (read+write) hits
system.cpu.icache.demand_hits::total        127416886                       # number of demand (read+write) hits
system.cpu.icache.overall_hits::.cpu.inst    127416886                       # number of overall hits
system.cpu.icache.overall_hits::total       127416886                       # number of overall hits
system.cpu.icache.demand_misses::.cpu.inst       105686                       # number of demand (read+write) misses
system.cpu.icache.demand_misses::total         105686                       # number of demand (read+write) misses
system.cpu.icache.overall_misses::.cpu.inst       105686                       # number of overall misses
system.cpu.icache.overall_misses::total        105686                       # number of overall misses
system.cpu.icache.demand_miss_latency::.cpu.inst   2030387814                       # number of demand (read+write) miss cycles
system.cpu.icache.demand_miss_latency::total   2030387814                       # number of demand (read+write) miss cycles
system.cpu.icache.overall_miss_latency::.cpu.inst   2030387814                       # number of overall miss cycles
system.cpu.icache.overall_miss_latency::total   2030387814                       # number of overall miss cycles
system.cpu.icache.demand_accesses::.cpu.inst    127522572                       # number of demand (read+write) accesses
system.cpu.icache.demand_accesses::total    127522572                       # number of demand (read+write) accesses
system.cpu.icache.overall_accesses::.cpu.inst    127522572                       # number of overall (read+write) accesses
system.cpu.icache.overall_accesses::total    127522572                       # number of overall (read+write) accesses
system.cpu.icache.demand_miss_rate::.cpu.inst     0.000829                       # miss rate for demand accesses
system.cpu.icache.demand_miss_rate::total     0.000829                       # miss rate for demand accesses
system.cpu.icache.overall_miss_rate::.cpu.inst     0.000829                       # miss rate for overall accesses
system.cpu.icache.overall_miss_rate::total     0.000829                       # miss rate for overall accesses
